timestep,source,target,unit,IsTruck
562,-85,240,1,0
564,-71,79,1,0
565,-283,221,1,0
567,-225,157,1,0
567,-38,157,1,0
569,85,214,1,1
570,-38,167,1,0
570,-301,240,1,0
571,-316,79,1,0
571,71,18,1,1
571,-204,74,1,0
571,-71,240,1,0
572,-86,208,1,0
572,-283,74,1,0
574,-71,79,1,0
575,95,157,1,1
575,-256,79,1,0
576,-15,259,1,0
576,-271,74,1,0
578,-85,196,1,0
579,38,157,1,1
579,-204,366,1,0
580,-71,313,1,0
581,-283,221,1,0
581,-204,366,1,0
581,-95,259,1,0
581,-71,240,1,0
582,-225,246,1,0
582,-71,240,1,0
583,-204,270,1,0
585,-38,167,1,0
588,-204,259,1,0
588,-71,240,1,0
588,-85,246,1,0
589,-204,167,1,0
589,-283,270,1,0
590,-283,221,1,0
590,-316,79,1,0
590,-225,157,1,0
591,-71,214,1,0
594,-316,273,1,0
595,-162,203,1,0
596,316,79,1,1
597,-71,58,1,0
597,-162,366,1,0
599,-86,18,1,0
599,316,18,1,1
600,-71,214,1,0
601,-71,313,1,0
601,316,18,1,1
601,-290,167,1,0
602,-71,240,1,0
604,-283,58,1,0
606,-316,208,1,0
607,-85,79,1,0
610,-225,366,1,0
610,-290,45,1,0
610,-71,214,1,0
610,-15,167,1,0
612,-38,208,1,0
613,-85,79,1,0
613,-283,240,1,0
614,-86,196,1,0
616,-301,313,1,0
618,86,206,1,1
619,-85,74,1,0
620,71,196,1,1
620,95,156,1,1
620,-85,74,1,0
621,-276,221,1,0
621,-71,240,1,0
624,-283,221,1,0
625,-85,74,1,0
627,-85,74,1,0
628,-241,79,1,0
630,71,313,1,1
630,-316,18,1,0
630,-86,196,1,0
631,-283,74,1,0
632,-38,206,1,0
632,-71,214,1,0
633,-86,45,1,0
634,-71,240,1,0
636,-85,74,1,0
637,-38,167,1,0
638,-256,79,1,0
640,-71,214,1,0
640,-38,157,1,0
641,-71,110,1,0
641,-223,74,1,0
643,-38,208,1,0
643,-71,313,1,0
644,-316,79,1,0
644,-85,74,1,0
644,-316,196,1,0
644,95,156,1,1
646,-125,18,1,0
646,-71,196,1,0
646,-316,79,1,0
647,-162,259,1,0
647,-71,273,1,0
647,71,273,1,1
648,-316,196,1,0
651,-95,246,1,0
651,-85,18,1,0
652,-85,74,1,0
653,-38,167,1,0
657,-86,167,1,0
658,85,74,1,1
658,-204,208,1,0
659,-38,366,1,0
659,-95,156,1,0
660,-271,196,1,0
661,-301,240,1,0
662,-71,18,1,0
662,-38,167,1,0
663,-85,74,1,0
663,-85,74,1,0
664,-71,45,1,0
665,-290,45,1,0
665,-283,221,1,0
665,162,366,1,1
665,-71,214,1,0
665,-85,74,1,0
666,-290,366,1,0
666,-38,366,1,0
667,-225,157,1,0
668,-38,167,1,0
668,-71,240,1,0
668,-162,259,1,0
669,-301,214,1,0
670,-95,259,1,0
671,-225,366,1,0
672,-86,196,1,0
673,-71,110,1,0
675,-86,273,1,0
675,-71,58,1,0
676,-71,79,1,0
677,-95,259,1,0
678,-301,74,1,0
678,-85,74,1,0
681,-316,273,1,0
681,-71,240,1,0
681,-95,246,1,0
682,-283,270,1,0
685,-225,156,1,0
687,-162,259,1,0
687,71,214,1,1
688,-71,18,1,0
689,-38,206,1,0
689,-204,167,1,0
693,-86,196,1,0
694,-256,167,1,0
695,-86,196,1,0
696,-225,221,1,0
696,-95,366,1,0
699,-283,74,1,0
699,-162,259,1,0
699,-85,246,1,0
700,204,221,1,1
701,-71,313,1,0
702,-162,259,1,0
704,-283,270,1,0
704,-71,58,1,0
706,-38,156,1,0
706,-85,246,1,0
708,71,273,1,1
710,-225,221,1,0
711,-283,74,1,0
712,-316,45,1,0
714,-316,196,1,0
714,-71,240,1,0
716,-316,45,1,0
716,-38,259,1,0
717,-71,240,1,0
718,-95,157,1,0
718,-38,206,1,0
719,-38,208,1,0
720,211,208,1,1
723,-38,221,1,0
723,85,74,1,1
726,-71,240,1,0
726,-204,203,1,0
728,-71,214,1,0
729,-316,18,1,0
729,-71,214,1,0
730,-85,246,1,0
731,-271,246,1,0
733,-225,156,1,0
734,-283,240,1,0
734,-211,18,1,0
734,-71,196,1,0
735,-316,18,1,0
735,-71,196,1,0
736,-225,270,1,0
736,-125,214,1,0
736,-225,156,1,0
736,-38,167,1,0
737,-71,79,1,0
737,-225,156,1,0
737,-71,313,1,0
738,-71,313,1,0
738,204,157,1,1
739,225,221,1,1
739,-283,240,1,0
739,-85,240,1,0
739,71,273,1,1
741,-38,167,1,0
742,-290,18,1,0
742,-71,240,1,0
743,-271,74,1,0
743,241,273,1,1
744,-38,167,1,0
746,-95,157,1,0
750,71,273,1,1
750,-95,246,1,0
751,-38,167,1,0
751,38,167,1,1
752,-85,214,1,0
752,-85,58,1,0
753,-204,366,1,0
753,-290,206,1,0
754,256,98,1,1
754,-225,259,1,0
754,38,366,1,1
755,-316,196,1,0
755,-85,246,1,0
758,-71,58,1,0
758,-38,167,1,0
759,-95,156,1,0
759,-95,74,1,0
759,-85,246,1,0
761,-316,208,1,0
761,-71,18,1,0
762,204,221,1,1
763,-162,221,1,0
763,-290,45,1,0
765,-95,259,1,0
766,-125,214,1,0
766,-15,45,1,0
769,-38,208,1,0
770,-95,259,1,0
771,-71,240,1,0
771,283,221,1,1
772,-38,206,1,0
772,-38,208,1,0
773,-283,203,1,0
774,-225,156,1,0
774,283,270,1,1
775,-271,74,1,0
776,-301,74,1,0
777,-38,208,1,0
777,71,18,1,1
777,162,74,1,1
777,-225,246,1,0
778,-38,156,1,0
778,-85,246,1,0
778,-71,240,1,0
778,-85,246,1,0
780,283,240,1,1
782,-85,240,1,0
784,-283,270,1,0
784,-85,240,1,0
785,-276,208,1,0
786,-38,167,1,0
787,-85,313,1,0
787,-162,58,1,0
788,-283,74,1,0
788,-290,275,1,0
790,-38,167,1,0
791,-283,246,1,0
791,-316,273,1,0
791,-95,156,1,0
792,316,79,1,1
792,-283,74,1,0
792,-71,110,1,0
793,15,167,1,1
794,-85,246,1,0
796,-283,214,1,0
799,-283,270,1,0
802,71,45,1,1
806,-95,156,1,0
809,-225,203,1,0
809,-204,156,1,0
809,-162,366,1,0
810,223,74,1,1
811,-85,58,1,0
811,-204,167,1,0
812,-95,156,1,0
813,-38,206,1,0
814,-271,214,1,0
814,-71,214,1,0
815,-95,259,1,0
815,85,74,1,1
815,241,313,1,1
817,-71,196,1,0
817,-241,206,1,0
818,-38,208,1,0
818,-162,74,1,0
819,-204,156,1,0
819,-276,366,1,0
820,-38,208,1,0
821,-38,208,1,0
821,-290,156,1,0
822,-95,156,1,0
822,71,45,1,1
823,-204,259,1,0
823,-86,273,1,0
824,-85,74,1,0
825,-38,221,1,0
826,-225,259,1,0
830,-38,167,1,0
830,-283,270,1,0
833,-71,110,1,0
834,-204,157,1,0
835,-85,74,1,0
836,-85,246,1,0
836,-71,58,1,0
836,290,208,1,1
838,-316,206,1,0
838,-38,156,1,0
839,-283,203,1,0
840,-71,313,1,0
840,-95,259,1,0
840,-71,58,1,0
840,-71,313,1,0
841,316,18,1,1
842,-204,208,1,0
843,-316,79,1,0
843,38,366,1,1
844,-71,58,1,0
847,290,18,1,1
847,-71,196,1,0
847,-225,270,1,0
847,-225,270,1,0
847,-162,270,1,0
850,-162,366,1,0
850,-71,313,1,0
851,-38,167,1,0
851,-71,313,1,0
851,-85,246,1,0
851,-85,240,1,0
852,-71,79,1,0
852,225,270,1,1
853,38,167,1,1
854,-256,18,1,0
854,-38,221,1,0
855,-86,18,1,0
856,-225,270,1,0
857,-271,58,1,0
857,-71,214,1,0
859,-38,156,1,0
860,-95,156,1,0
860,-38,167,1,0
860,-71,313,1,0
861,-86,45,1,0
861,-38,167,1,0
863,-85,246,1,0
864,-95,156,1,0
865,-71,79,1,0
865,-204,221,1,0
865,95,74,1,1
868,-162,221,1,0
868,-86,196,1,0
870,-95,259,1,0
871,-162,221,1,0
872,-38,167,1,0
872,-71,79,1,0
874,-301,196,1,0
875,-225,156,1,0
876,85,240,1,1
876,-85,74,1,0
877,-211,206,1,0
877,38,206,1,1
877,-71,313,1,0
878,38,206,1,1
879,-38,157,1,0
879,-301,74,1,0
880,-225,58,1,0
880,162,270,1,1
882,-85,74,1,0
882,-204,156,1,0
882,85,273,1,1
883,-204,208,1,0
884,-95,259,1,0
886,-38,206,1,0
887,-211,167,1,0
889,-85,246,1,0
889,-225,246,1,0
889,-71,214,1,0
890,-316,18,1,0
891,-241,313,1,0
891,-95,156,1,0
891,225,259,1,1
892,-204,157,1,0
892,-71,110,1,0
896,-71,214,1,0
898,-71,58,1,0
900,-71,79,1,0
901,-204,156,1,0
901,-290,206,1,0
901,-85,74,1,0
901,-85,74,1,0
901,-162,366,1,0
901,-85,313,1,0
903,-301,313,1,0
904,-71,110,1,0
904,-225,366,1,0
905,-71,196,1,0
905,-225,366,1,0
906,-271,240,1,0
907,225,221,1,1
909,-15,206,1,0
909,-204,74,1,0
910,-316,79,1,0
911,-85,74,1,0
911,-276,167,1,0
912,-95,246,1,0
912,71,240,1,1
913,-85,240,1,0
913,-71,273,1,0
914,-85,74,1,0
914,-283,221,1,0
915,-316,273,1,0
915,-162,259,1,0
915,71,18,1,1
916,-225,259,1,0
919,-85,240,1,0
919,-71,45,1,0
920,-38,157,1,0
920,-85,246,1,0
922,-71,79,1,0
923,38,156,1,1
923,256,196,1,1
923,-71,79,1,0
927,-283,221,1,0
928,-71,313,1,0
930,162,366,1,1
931,-71,196,1,0
931,-225,74,1,0
932,211,18,1,1
933,125,313,1,1
933,-316,206,1,0
934,241,18,1,1
936,-290,45,1,0
936,-225,246,1,0
937,-290,208,1,0
938,-85,214,1,0
938,71,273,1,1
939,-162,366,1,0
939,283,221,1,1
940,-256,313,1,0
940,-71,18,1,0
942,-225,270,1,0
942,-316,273,1,0
943,-225,203,1,0
944,-162,259,1,0
944,-204,208,1,0
945,-225,203,1,0
945,-71,313,1,0
945,-71,240,1,0
946,-38,221,1,0
946,86,206,1,1
947,290,206,1,1
949,-85,74,1,0
949,-283,270,1,0
949,-301,74,1,0
950,283,74,1,1
951,271,58,1,1
952,-38,167,1,0
952,241,110,1,1
953,-225,270,1,0
954,-71,79,1,0
955,-71,240,1,0
955,-204,270,1,0
957,-85,313,1,0
960,-85,246,1,0
961,-162,259,1,0
963,-85,74,1,0
963,-225,366,1,0
965,-271,18,1,0
966,-95,246,1,0
967,-71,196,1,0
967,316,45,1,1
971,-71,313,1,0
972,-225,156,1,0
972,-38,167,1,0
973,-86,273,1,0
975,-283,221,1,0
977,-95,203,1,0
978,-71,273,1,0
979,-204,208,1,0
979,241,110,1,1
980,-38,156,1,0
981,-86,45,1,0
982,-204,366,1,0
983,-85,313,1,0
986,-204,208,1,0
988,-316,79,1,0
988,-223,203,1,0
989,-276,167,1,0
992,225,156,1,1
992,-86,156,1,0
993,-283,221,1,0
993,-256,18,1,0
993,-38,156,1,0
993,-95,270,1,0
994,-71,240,1,0
995,-95,156,1,0
996,-162,259,1,0
996,-86,45,1,0
996,-86,156,1,0
997,-85,246,1,0
998,-86,18,1,0
999,-283,270,1,0
999,-225,156,1,0
999,-95,208,1,0
1000,256,45,1,1
1001,-85,246,1,0
1004,-162,259,1,0
1004,-290,156,1,0
1005,-316,273,1,0
1006,-204,157,1,0
1006,-38,157,1,0
1008,71,18,1,1
1008,-95,208,1,0
1008,-86,273,1,0
1009,-85,246,1,0
1010,256,79,1,1
1011,-85,240,1,0
1011,-283,79,1,0
1011,-71,58,1,0
1011,-71,214,1,0
1012,-38,208,1,0
1012,85,246,1,1
1013,-225,259,1,0
1014,204,246,1,1
1017,95,208,1,1
1017,-283,74,1,0
1018,-225,366,1,0
1019,71,214,1,1
1019,-225,74,1,0
1020,-316,79,1,0
1020,283,214,1,1
1021,-85,74,1,0
1022,-85,246,1,0
1022,-38,206,1,0
1025,-204,156,1,0
1025,-95,259,1,0
1025,-86,273,1,0
1026,-38,366,1,0
1029,-85,196,1,0
1030,-283,270,1,0
1030,-162,270,1,0
1030,-86,196,1,0
1031,-316,273,1,0
1035,-85,240,1,0
1035,-71,313,1,0
1036,-71,196,1,0
1036,-86,196,1,0
1037,-271,74,1,0
1040,-71,196,1,0
1040,-71,214,1,0
1041,86,208,1,1
1041,-85,246,1,0
1042,-85,240,1,0
